aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm,buildingAge,isHighFloor,dealYearMonth,dealQuarter,estateAgentSggNmClean,aptAddress,isStationNearby,aptLat,aptLng,area_bin
102,삼정그린코아,2001,개인, , ,111300,22,3,2025,중개거래,서울 강서구,84.358,5,282,N,25.07.04,11500,개인,염창동,24,0,2025-03,1,서울 강서구,서울 강서구 염창동 282,1,37.5479652131545,126.874704745545,60~90
102,서광등촌마을아파트,1999,개인, , ,74000,24,3,2025,중개거래,서울 강서구,59.67,11,638,N,25.05.16,11500,개인,등촌동,26,0,2025-03,1,서울 강서구,서울 강서구 등촌동 638,1,37.5578771499458,126.857444510012,30~60
308,동아3,1999,개인, , ,91500,29,3,2025,중개거래,서울 강서구,59.7,17,258-1,N,25.07.07,11500,개인,염창동,26,1,2025-03,1,서울 강서구,서울 강서구 염창동 258-1,1,37.5501995704814,126.877425235008,30~60
139,"우장산아이파크,이편한세상",2008,개인, , ,106000,19,3,2025,중개거래,서울 강서구,59.98,7,1159,N,25.05.09,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,30~60
 ,마곡수명산파크4단지,2008,개인,25.06.14,O,90000,19,3,2025,중개거래,서울 강서구,59.84,10,753,N, ,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 753,0,37.5512348671569,126.823351155728,30~60
 ,요산페어뷰,2013,개인,25.04.18,O,45000,6,3,2025,중개거래,서울 강서구,73.8,2,377-21,N, ,11500,개인,화곡동,12,0,2025-03,1,서울 강서구,서울 강서구 화곡동 377-21,0,37.5372146687228,126.835554973928,60~90
 ,강변한솔솔파크,2005,개인,25.05.14,O,107000,25,3,2025,중개거래,서울 강서구,84.97,23,300,N, ,11500,개인,염창동,20,1,2025-03,1,서울 강서구,서울 강서구 염창동 300,0,37.5566842439508,126.866552401948,60~90
109,우장산힐스테이트,2005,개인, , ,113000,15,3,2025,중개거래,서울 강서구,59.98,5,657,N,25.06.05,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,30~60
204,가양2단지(성지),1992,개인, , ,50700,15,3,2025,중개거래,서울 강서구,34.44,8,1461,N,25.06.27,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
1306동,마곡13단지힐스테이트마스터,2017,법인, , ,149000,22,3,2025,중개거래,서울 강서구,84.9805,13,748,N,25.06.12,11500,개인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 748,0,37.5577905837789,126.818287997332,60~90
 ,삼성한아름,1993,개인, , ,76500,24,3,2025,중개거래,서울 강서구,84.89,3,264-27,N,25.06.30,11500,개인,염창동,32,0,2025-03,1,서울 강서구,서울 강서구 염창동 264-27,1,37.5500695849946,126.871602195238,60~90
1204,마곡중앙하이츠아파트,1994,개인, , ,41700,19,3,2025,중개거래,서울 강서구,39.58,6,852,N,25.06.24,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60
803,"등촌7,8단지주공아파트",1994,개인, , ,60200,31,3,2025,중개거래,서울 강서구,41.85,12,707,N,25.06.30,11500,개인,등촌동,31,0,2025-03,1,서울 강서구,서울 강서구 등촌동 707,1,37.56080406349,126.851687961989,30~60
301,동아3,1999,개인, , ,83800,21,3,2025,중개거래,서울 강서구,59.7,11,258-1,N,25.06.25,11500,개인,염창동,26,0,2025-03,1,서울 강서구,서울 강서구 염창동 258-1,1,37.5501995704814,126.877425235008,30~60
802,마곡엠밸리8단지,2016,개인, , ,138500,26,3,2025,중개거래,서울 강서구,84.89,12,741,N,25.06.30,11500,개인,마곡동,9,0,2025-03,1,서울 강서구,서울 강서구 마곡동 741,1,37.5639536123299,126.819605455478,60~90
103,태영,1998,개인, , ,60000,23,3,2025,중개거래,서울 강서구,59.97,1,632-2,N,25.06.18,11500,개인,등촌동,27,0,2025-03,1,서울 강서구,서울 강서구 등촌동 632-2,1,37.5557025027625,126.864090588329,30~60
 ,남광아파트,2017,개인, , ,23500,29,3,2025,중개거래,서울 강서구,32.07,6,920-15,N,25.07.21,11500,개인,화곡동,8,0,2025-03,1,서울 강서구,서울 강서구 화곡동 920-15,1,37.5300165416132,126.841591586187,30~60
 ,미주,1988,개인, , ,20000,31,3,2025,중개거래,서울 강서구,48.3,4,474-1,N,25.04.09,11500,개인,화곡동,37,0,2025-03,1,서울 강서구,서울 강서구 화곡동 474-1,0,37.5374604065672,126.855266741248,30~60
103,강서힐스테이트,2015,개인, , ,148000,14,3,2025,중개거래,서울 강서구,128.81,17,1165,N,25.05.09,11500,개인,화곡동,10,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,120~150
305,주공3,1995,개인, , ,85000,22,3,2025,중개거래,서울 강서구,58.14,4,688,N,25.06.30,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 688,1,37.5616418349754,126.841111422493,30~60
135,"우장산아이파크,이편한세상",2008,개인, , ,137000,14,3,2025,중개거래,서울 강서구,114.98,2,1159,N,25.06.26,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,90~120
202,강서센트레빌3차(894-0),2009,개인, , ,94500,6,3,2025,직거래, ,84.4,6,894,N,25.04.03,11500,개인,방화동,16,0,2025-03,1, ,  방화동 894,1,37.5712478353642,126.816127880729,60~90
 ,주공10,1995,개인, , ,58500,24,3,2025,중개거래,서울 강서구,37.67,10,702,N, ,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60
2002,롯데2,2003,개인, , ,81000,26,3,2025,중개거래,서울 강서구,84.708,1,729,N,25.06.26,11500,개인,내발산동,22,0,2025-03,1,서울 강서구,서울 강서구 내발산동 729,0,37.5546639253865,126.842754105531,60~90
1201,마곡중앙하이츠아파트,1994,개인, , ,39000,15,3,2025,중개거래,서울 강서구,39.58,8,852,N,25.05.09,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60
102,극동상록수,1999,개인, , ,95500,22,3,2025,중개거래,서울 강서구,84.96,11,280,N,25.06.16,11500,개인,염창동,26,0,2025-03,1,서울 강서구,서울 강서구 염창동 280,1,37.5489294807352,126.872117460239,60~90
104,동부센트레빌,2003,개인, , ,64000,31,3,2025,중개거래,"서울 강서구, 서울 마포구",59.97,12,870,N,25.06.24,11500,개인,방화동,22,0,2025-03,1,서울 강서구,서울 강서구 방화동 870,1,37.5732659649631,126.806100290213,30~60
101,극동,2000,개인, , ,76000,18,3,2025,중개거래,서울 강서구,59.9,17,246-23,N,25.05.02,11500,개인,염창동,25,1,2025-03,1,서울 강서구,서울 강서구 염창동 246-23,0,37.5529480482854,126.871230814305,30~60
505,방화5,1994,개인, , ,47000,20,3,2025,중개거래,서울 강서구,39.6,8,814,N,25.07.10,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 814,1,37.5771889702167,126.810252932489,30~60
301,주공3,1995,개인, , ,80000,17,3,2025,중개거래,서울 강서구,58.14,11,688,N,25.06.20,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 688,1,37.5616418349754,126.841111422493,30~60
307,마곡수명산파크3단지,2007,개인, , ,103500,12,3,2025,중개거래,서울 강서구,84.96,8,751,N,25.06.02,11500,개인,내발산동,18,0,2025-03,1,서울 강서구,서울 강서구 내발산동 751,0,37.5528192530167,126.824912207374,60~90
303,청솔,1994,개인, , ,43800,31,3,2025,중개거래,서울 강서구,39.36,13,832,N,25.05.20,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 832,1,37.5756309765944,126.812965285254,30~60
102,방신서광,2003,개인, , ,81000,22,3,2025,중개거래,서울 강서구,113.3376,5,871,N,25.06.02,11500,개인,방화동,22,0,2025-03,1,서울 강서구,서울 강서구 방화동 871,1,37.5720215579008,126.81068023575,90~120
137,"우장산아이파크,이편한세상",2008,개인, , ,109800,21,3,2025,중개거래,서울 강서구,59.98,11,1159,N,25.07.15,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,30~60
104,마곡힐스테이트,2017,개인, , ,140500,20,3,2025,중개거래,서울 강서구,84.92,2,725-1,N,25.05.20,11500,개인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 725-1,1,37.5640310805877,126.817833791526,60~90
101,현대,1995,개인, , ,71500,31,3,2025,중개거래,서울 강서구,84.47,12,655-27,N,25.07.09,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 655-27,0,37.5559044424097,126.855316749688,60~90
102,"우장산아이파크,이편한세상",2008,개인, , ,125000,22,3,2025,중개거래,서울 강서구,84.97,19,1159,N,25.06.05,11500,개인,화곡동,17,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,60~90
 ,초록,1998,개인,25.04.29,O,70000,26,3,2025,중개거래,서울 강서구,59.34,4,1139,N, ,11500,개인,화곡동,27,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1139,1,37.545684414842,126.833623087174,30~60
508,주공5,1995,개인, , ,50000,28,3,2025,직거래, ,37.67,2,695,N,25.07.03,11500,개인,등촌동,30,0,2025-03,1, ,  등촌동 695,0,37.5604516606831,126.84486883674,30~60
101,강서한강월드메르디앙,2006,개인, , ,99000,12,3,2025,중개거래,서울 강서구,84.9,7,1462,N,25.05.23,11500,개인,가양동,19,0,2025-03,1,서울 강서구,서울 강서구 가양동 1462,1,37.5698507539742,126.844048489743,60~90
209,가양2단지(성지),1992,개인, , ,74500,10,3,2025,중개거래,서울 강서구,49.56,12,1461,N,25.07.03,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
217,방화그린,1993,개인, , ,52000,18,3,2025,중개거래,서울 강서구,49.77,15,839,N,25.06.25,11500,개인,방화동,32,1,2025-03,1,서울 강서구,서울 강서구 방화동 839,0,37.5747821264629,126.818960346599,30~60
 ,가양2단지(성지),1992,개인, , ,51000,15,3,2025,중개거래,서울 강서구,34.44,13,1461,N, ,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
102,극동상록수,1999,개인, , ,95000,21,3,2025,중개거래,서울 강서구,84.96,15,280,N,25.07.23,11500,개인,염창동,26,1,2025-03,1,서울 강서구,서울 강서구 염창동 280,1,37.5489294807352,126.872117460239,60~90
 ,드림시드아파트1차,2017,개인, , ,23000,21,3,2025,중개거래,서울 강서구,35.48,12,899-13,N,25.06.04,11500,개인,화곡동,8,0,2025-03,1,서울 강서구,서울 강서구 화곡동 899-13,1,37.5299702926319,126.846621654773,30~60
101,신안,1993,개인, , ,94500,26,3,2025,중개거래,서울 강서구,84.97,3,422,N,25.06.27,11500,개인,마곡동,32,0,2025-03,1,서울 강서구,서울 강서구 마곡동 422,1,37.5687748573081,126.823373808305,60~90
102,우장산롯데캐슬,2003,개인, , ,99000,8,3,2025,중개거래,서울 강서구,85.0,1,1145,N,25.06.09,11500,개인,화곡동,22,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1145,0,37.5556368030986,126.848318501804,60~90
 ,동신대아,1993,개인, , ,118000,15,3,2025,중개거래,서울 강서구,101.97,11,1459,N, ,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1459,1,37.5721731420165,126.843356532019,90~120
 ,마곡서광(치현마을),1998,개인, , ,55000,15,3,2025,중개거래,서울 강서구,59.67,14,860,N, ,11500,개인,방화동,27,0,2025-03,1,서울 강서구,서울 강서구 방화동 860,0,37.5793097745828,126.819298295646,30~60
203,마곡현대아파트,1999,개인, , ,75000,5,3,2025,중개거래,"경기 김포시, 서울 영등포구",84.95,3,1171,N,25.05.15,11500,개인,마곡동,26,0,2025-03,1,경기 김포시,경기 김포시 마곡동 1171,0,,,60~90
101,롯데캐슬,2005,개인, , ,120000,11,3,2025,중개거래,서울 강서구,84.9519,1,272-11,N,25.05.15,11500,개인,염창동,20,0,2025-03,1,서울 강서구,서울 강서구 염창동 272-11,1,37.5507590570618,126.86835517972,60~90
114,우장산힐스테이트,2005,개인, , ,139500,31,3,2025,중개거래,서울 강서구,84.98,9,657,N,25.07.01,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,60~90
103,롯데캐슬,2005,개인, , ,123000,10,3,2025,중개거래,서울 강서구,84.9519,4,272-11,N,25.06.16,11500,개인,염창동,20,0,2025-03,1,서울 강서구,서울 강서구 염창동 272-11,1,37.5507590570618,126.86835517972,60~90
512,마곡수명산파크5단지,2008,개인, , ,83800,13,3,2025,중개거래,서울 강서구,59.84,5,749,N,25.06.04,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 749,0,37.5519895481685,126.827067848467,30~60
910,가양도시개발9-2단지,1993,개인, , ,56500,25,3,2025,중개거래,서울 강서구,39.6,3,1490,N,25.06.09,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1490,1,37.5587212796979,126.863532908859,30~60
102,우장산힐스테이트,2005,개인, , ,142000,28,3,2025,중개거래,서울 강서구,84.98,11,657,N,25.07.29,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,60~90
 ,서부인터빌아파트,2002,개인, , ,59500,26,3,2025,중개거래,"서울 강서구, 서울 양천구",84.1439,10,1074-18,N,25.06.12,11500,개인,화곡동,23,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1074-18,1,37.5409680962898,126.839450904964,60~90
101,이너스내안에,2004,개인, , ,78000,28,3,2025,중개거래,서울 강서구,84.91,13,254-2,N,25.04.17,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,60~90
613,마곡엠밸리6단지,2014,개인, , ,194000,19,3,2025,중개거래,서울 강서구,114.98,14,743,N,25.05.29,11500,개인,마곡동,11,0,2025-03,1,서울 강서구,서울 강서구 마곡동 743,1,37.565321846623,126.820481062137,90~120
105,동아,1998,개인, , ,73000,16,3,2025,중개거래,서울 강서구,59.97,4,292,N,25.06.30,11500,개인,염창동,27,0,2025-03,1,서울 강서구,서울 강서구 염창동 292,0,37.5548515573392,126.873119215493,30~60
106,대림경동아파트,1993,개인, , ,125000,10,3,2025,중개거래,서울 강서구,131.4,9,1474,N,25.05.22,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1474,0,37.5663473856091,126.854030753209,120~150
1202,마곡중앙하이츠아파트,1994,개인, , ,45100,15,3,2025,중개거래,경기 고양시 덕양구,51.03,1,852,N,25.04.30,11500,개인,방화동,31,0,2025-03,1,경기 고양시 덕양구,경기 고양시 덕양구 방화동 852,0,,,30~60
 ,NS파크APT,2018,개인,25.04.22,O,25500,26,3,2025,중개거래,서울 강서구,29.93,4,1076-9,N, ,11500,개인,화곡동,7,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1076-9,1,37.5409500349642,126.841689303276,~30
103,우장산힐스테이트,2005,개인, , ,110000,28,3,2025,중개거래,서울 강서구,59.98,3,657,N,25.07.29,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,30~60
 ,주공10,1995,개인, , ,77000,29,3,2025,중개거래,서울 강서구,58.14,10,702,N, ,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60
803,마곡엠밸리8단지,2016,개인, , ,140000,28,3,2025,중개거래,서울 강서구,84.88,15,741,N,25.07.10,11500,개인,마곡동,9,1,2025-03,1,서울 강서구,서울 강서구 마곡동 741,1,37.5639536123299,126.819605455478,60~90
102,강서월드메르디앙,2006,개인, , ,86700,14,3,2025,중개거래,서울 강서구,84.8945,9,659-1,N,25.06.20,11500,개인,내발산동,19,0,2025-03,1,서울 강서구,서울 강서구 내발산동 659-1,0,37.556864954614,126.843013179215,60~90
 ,"등촌7,8단지주공아파트",1994,개인,25.04.03,O,60200,31,3,2025,중개거래,서울 강서구,41.85,12,707,N, ,11500,개인,등촌동,31,0,2025-03,1,서울 강서구,서울 강서구 등촌동 707,1,37.56080406349,126.851687961989,30~60
103,한숲마을대림,1999,개인, , ,53800,28,3,2025,중개거래,서울 강서구,59.69,8,862,N,25.05.23,11500,개인,방화동,26,0,2025-03,1,서울 강서구,서울 강서구 방화동 862,1,37.5772488016698,126.817514165461,30~60
410,마곡수명산파크4단지,2008,개인, , ,85000,24,3,2025,중개거래,서울 강서구,59.84,9,753,N,25.05.23,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 753,0,37.5512348671569,126.823351155728,30~60
 ,태청,2002,개인, , ,46000,25,3,2025,중개거래,서울 강서구,90.69,6,319-9,N,25.06.04,11500,개인,방화동,23,0,2025-03,1,서울 강서구,서울 강서구 방화동 319-9,1,37.578148893868,126.816352270557,90~120
120,등촌동아이파크,2004,개인, , ,105000,29,3,2025,중개거래,"서울 강서구, 서울 양천구",84.9958,5,715,N,25.06.13,11500,개인,등촌동,21,0,2025-03,1,서울 강서구,서울 강서구 등촌동 715,0,37.5439005769284,126.859981715413,60~90
102,강서한강자이,2013,개인, , ,117000,31,3,2025,중개거래,서울 강서구,59.9382,13,1500,N,25.06.30,11500,개인,가양동,12,0,2025-03,1,서울 강서구,서울 강서구 가양동 1500,0,37.5664868440078,126.849144523266,30~60
1204,마곡중앙하이츠아파트,1994,개인, , ,39500,24,3,2025,중개거래,서울 강서구,39.58,14,852,N,25.06.20,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60
1001,주공10,1995,개인, , ,72800,16,3,2025,중개거래,서울 강서구,58.14,4,702,N,25.05.15,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60
608,가양6단지,1992,개인, , ,84000,17,3,2025,중개거래,"서울 강서구, 서울 서초구",58.65,13,1485,N,25.05.08,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60
911,가양도시개발9-2단지,1993,개인, , ,50300,8,3,2025,중개거래,서울 강서구,34.44,14,1490,N,25.07.03,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1490,1,37.5587212796979,126.863532908859,30~60
213,방화그린,1993,개인, , ,35000,16,3,2025,중개거래,서울 강서구,33.6,7,839,N,25.06.05,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 839,0,37.5747821264629,126.818960346599,30~60
102,한강타운,1993,개인, , ,108500,10,3,2025,중개거래,서울 강서구,84.99,4,1460,N,25.05.23,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1460,1,37.5713848523162,126.844987319453,60~90
101,태영,1999,개인, , ,119500,27,3,2025,중개거래,서울 강서구,114.99,4,270-1,N,25.07.25,11500,개인,염창동,26,0,2025-03,1,서울 강서구,서울 강서구 염창동 270-1,1,37.5533776970786,126.867211516118,90~120
709,마곡수명산파크7단지,2008,개인, , ,82800,22,3,2025,중개거래,서울 강서구,84.68,4,756,N,25.06.23,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 756,0,37.5481491563284,126.822706623708,60~90
2,대림e편한세상,1992,개인, , ,70500,17,3,2025,중개거래,서울 강서구,84.84,11,361-1,N,25.06.24,11500,개인,화곡동,33,0,2025-03,1,서울 강서구,서울 강서구 화곡동 361-1,0,37.5336462319505,126.837356988102,60~90
103동,e편한세상염창,2019,개인, , ,123000,20,3,2025,중개거래,서울 강서구,59.9812,8,309,N,25.06.20,11500,개인,염창동,6,0,2025-03,1,서울 강서구,서울 강서구 염창동 309,1,37.5489515385441,126.870778019807,30~60
 ,마곡중앙하이츠아파트,1994,개인, , ,53000,17,3,2025,중개거래,서울 강서구,51.03,11,852,N, ,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60
103,태진아름,1995,개인, , ,79500,28,3,2025,중개거래,서울 강서구,84.81,8,676,N,25.06.11,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 676,1,37.549652571474,126.860380385492,60~90
308,마곡수명산파크3단지,2007,개인, , ,70000,24,3,2025,직거래, ,84.53,5,751,N,25.03.31,11500,개인,내발산동,18,0,2025-03,1, ,  내발산동 751,0,37.5528192530167,126.824912207374,60~90
911,가양도시개발9-2단지,1993,개인, , ,49800,21,3,2025,중개거래,서울 강서구,34.44,2,1490,N,25.05.28,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1490,1,37.5587212796979,126.863532908859,30~60
308,동아3,1999,개인, , ,85000,23,3,2025,중개거래,서울 강서구,59.7,4,258-1,N,25.06.20,11500,개인,염창동,26,0,2025-03,1,서울 강서구,서울 강서구 염창동 258-1,1,37.5501995704814,126.877425235008,30~60
122,"우장산아이파크,이편한세상",2008,개인, , ,143000,23,3,2025,중개거래,"서울 강서구, 서울 광진구",101.65,11,1159,N,25.07.28,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,90~120
308,강변,1992,개인, , ,59900,21,3,2025,중개거래,서울 강서구,39.6,10,1475,N,25.06.13,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1475,1,37.5652163063579,126.855667621933,30~60
 ,이너스내안에,2004,개인,25.04.01,O,78000,28,3,2025,중개거래,서울 강서구,84.91,13,254-2,N, ,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,60~90
 ,마곡금호어울림,2005,개인,25.05.17,O,91000,15,3,2025,중개거래,서울 강서구,84.948,11,717,N, ,11500,개인,마곡동,20,0,2025-03,1,서울 강서구,서울 강서구 마곡동 717,0,37.5745942801032,126.837612448089,60~90
101,이너스내안에,2004,개인, , ,63500,8,3,2025,중개거래,서울 강서구,59.9,2,254-2,N,25.07.15,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,30~60
109,강서힐스테이트,2015,개인, , ,118000,18,3,2025,중개거래,서울 강서구,59.99,8,1165,N,25.07.22,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,30~60
105,우장산숲아이파크,2022,개인, , ,140000,27,3,2025,중개거래,서울 강서구,84.9771,15,1173,N,25.06.27,11500,개인,화곡동,3,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1173,1,37.5449498497367,126.839296506434,60~90
615,가양6단지,1992,개인, , ,73000,20,3,2025,중개거래,서울 강서구,49.5,4,1485,N,25.05.27,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60
101,극동,2000,개인, , ,72700,24,3,2025,중개거래,서울 강서구,59.9,7,246-23,N,25.06.20,11500,개인,염창동,25,0,2025-03,1,서울 강서구,서울 강서구 염창동 246-23,0,37.5529480482854,126.871230814305,30~60
 ,위하우스아파트,2016,개인, , ,27300,22,3,2025,중개거래,서울 강서구,30.18,11,916-2,N,25.06.12,11500,개인,화곡동,9,0,2025-03,1,서울 강서구,서울 강서구 화곡동 916-2,1,37.5297560798459,126.843428987447,30~60
129,강서힐스테이트,2015,개인, , ,108000,10,3,2025,중개거래,서울 강서구,59.99,4,1165,N,25.06.12,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,30~60
104,강서힐스테이트,2015,개인, , ,135000,7,3,2025,중개거래,서울 강서구,84.99,9,1165,N,25.04.30,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,60~90
102,등촌라인(조합),1997,개인, , ,69500,15,3,2025,중개거래,"서울 강남구, 서울 강서구",59.91,13,628-15,N,25.04.30,11500,개인,등촌동,28,0,2025-03,1,서울 강남구,서울 강남구 등촌동 628-15,0,,,30~60
 ,마곡현대아파트,1999,개인,25.03.28,O,75000,5,3,2025,중개거래,"경기 김포시, 서울 영등포구",84.95,3,1171,N, ,11500,개인,마곡동,26,0,2025-03,1,경기 김포시,경기 김포시 마곡동 1171,0,,,60~90
103,마곡청구아파트,1998,개인, , ,62500,18,3,2025,중개거래,서울 강서구,59.91,2,1181,N,25.05.29,11500,개인,마곡동,27,0,2025-03,1,서울 강서구,서울 강서구 마곡동 1181,0,37.5729528003044,126.821419397243,30~60
 ,강서쌍용예가,2014,개인,25.06.02,O,101000,20,3,2025,중개거래,서울 강서구,84.9025,18,308,N, ,11500,개인,염창동,11,1,2025-03,1,서울 강서구,서울 강서구 염창동 308,0,37.5554016793389,126.866556386664,60~90
 ,가양2단지(성지),1992,개인, , ,57000,10,3,2025,중개거래,서울 강서구,39.6,3,1461,N, ,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60
104,강서한강자이,2013,개인, , ,155000,14,3,2025,중개거래,서울 강서구,124.4246,4,1500,N,25.06.30,11500,개인,가양동,12,0,2025-03,1,서울 강서구,서울 강서구 가양동 1500,0,37.5664868440078,126.849144523266,120~150
108,한강타운,1993,개인, , ,108000,4,3,2025,중개거래,서울 강서구,84.99,3,1460,N,25.06.20,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1460,1,37.5713848523162,126.844987319453,60~90
1005,주공10,1995,개인, , ,80500,22,3,2025,중개거래,서울 강서구,58.14,10,702,N,25.06.27,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60
101,마곡힐스테이트,2017,개인, , ,143000,27,3,2025,중개거래,서울 강서구,84.98,12,725-1,N,25.05.26,11500,법인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 725-1,1,37.5640310805877,126.817833791526,60~90
 ,부영,1994,개인,25.04.08,O,88400,8,3,2025,중개거래,서울 강서구,80.64,5,691-3,N, ,11500,개인,등촌동,31,0,2025-03,1,서울 강서구,서울 강서구 등촌동 691-3,0,37.5635578457422,126.843641011129,60~90
101,마곡서광(치현마을),1998,개인, , ,48400,24,3,2025,중개거래,서울 강서구,59.67,6,860,N,25.05.09,11500,개인,방화동,27,0,2025-03,1,서울 강서구,서울 강서구 방화동 860,0,37.5793097745828,126.819298295646,30~60
406,마곡엠밸리4단지,2014,개인, , ,127000,22,3,2025,중개거래,서울 강서구,84.56,1,738,N,25.07.25,11500,개인,마곡동,11,0,2025-03,1,서울 강서구,서울 강서구 마곡동 738,1,37.5695461117631,126.824402736642,60~90
102,대림e-편한세상,2003,개인, , ,80000,12,3,2025,중개거래,서울 강서구,84.67,9,874,N,25.07.10,11500,개인,방화동,22,0,2025-03,1,서울 강서구,서울 강서구 방화동 874,1,37.5701011122966,126.808182800069,60~90
