aptDong,aptNm,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landLeaseholdGbn,rgstDate,sggCd,slerGbn,umdNm,buildingAge,isHighFloor,dealYearMonth,dealQuarter,estateAgentSggNmClean,aptAddress,isStationNearby,aptLat,aptLng,area_bin,nearestElementaryDistance,nearestElementaryName,nearestMiddleDistance,nearestMiddleName,isSchoolPremium
101,이너스내안에,2004,개인, , ,78000,28,3,2025,중개거래,서울 강서구,84.91,13,254-2,N,25.04.17,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,60~90,386.643819037264,서울염동초등학교,566.2434352404272,염창중학교,True
613,마곡엠밸리6단지,2014,개인, , ,194000,19,3,2025,중개거래,서울 강서구,114.98,14,743,N,25.05.29,11500,개인,마곡동,11,0,2025-03,1,서울 강서구,서울 강서구 마곡동 743,1,37.565321846623,126.820481062137,90~120,246.91806111158616,서울공항초등학교,310.17785489885017,마곡중학교,True
105,동아,1998,개인, , ,73000,16,3,2025,중개거래,서울 강서구,59.97,4,292,N,25.06.30,11500,개인,염창동,27,0,2025-03,1,서울 강서구,서울 강서구 염창동 292,0,37.5548515573392,126.873119215493,30~60,169.9799991587526,서울염경초등학교,137.64540825578183,염창중학교,True
106,대림경동아파트,1993,개인, , ,125000,10,3,2025,중개거래,서울 강서구,131.4,9,1474,N,25.05.22,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1474,0,37.5663473856091,126.854030753209,120~150,146.40904804490955,서울탑산초등학교,655.6549635819562,경서중학교,True
 ,NS파크APT,2018,개인,25.04.22,O,25500,26,3,2025,중개거래,서울 강서구,29.93,4,1076-9,N, ,11500,개인,화곡동,7,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1076-9,1,37.5409500349642,126.841689303276,~30,207.80592242732948,서울신월초등학교,529.5142458564558,화원중학교,True
103,우장산힐스테이트,2005,개인, , ,110000,28,3,2025,중개거래,서울 강서구,59.98,3,657,N,25.07.29,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,30~60,261.1734725460745,서울가곡초등학교,516.4734888668168,명덕여자중학교,True
 ,주공10,1995,개인, , ,77000,29,3,2025,중개거래,서울 강서구,58.14,10,702,N, ,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60,121.73856524649224,서울등현초등학교,421.7832926307768,등원중학교,True
803,마곡엠밸리8단지,2016,개인, , ,140000,28,3,2025,중개거래,서울 강서구,84.88,15,741,N,25.07.10,11500,개인,마곡동,9,1,2025-03,1,서울 강서구,서울 강서구 마곡동 741,1,37.5639536123299,126.819605455478,60~90,166.40561148486333,서울공항초등학교,467.5186185332145,공항중학교,True
102,강서월드메르디앙,2006,개인, , ,86700,14,3,2025,중개거래,서울 강서구,84.8945,9,659-1,N,25.06.20,11500,개인,내발산동,19,0,2025-03,1,서울 강서구,서울 강서구 내발산동 659-1,0,37.556864954614,126.843013179215,60~90,450.6874928593085,서울등명초등학교,370.305672173017,등명중학교,True
 ,"등촌7,8단지주공아파트",1994,개인,25.04.03,O,60200,31,3,2025,중개거래,서울 강서구,41.85,12,707,N, ,11500,개인,등촌동,31,0,2025-03,1,서울 강서구,서울 강서구 등촌동 707,1,37.56080406349,126.851687961989,30~60,180.41095686164485,서울등원초등학교,119.2944809176538,등원중학교,True
103,한숲마을대림,1999,개인, , ,53800,28,3,2025,중개거래,서울 강서구,59.69,8,862,N,25.05.23,11500,개인,방화동,26,0,2025-03,1,서울 강서구,서울 강서구 방화동 862,1,37.5772488016698,126.817514165461,30~60,129.3548807553477,서울정곡초등학교,779.9113008589483,삼정중학교,True
410,마곡수명산파크4단지,2008,개인, , ,85000,24,3,2025,중개거래,서울 강서구,59.84,9,753,N,25.05.23,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 753,0,37.5512348671569,126.823351155728,30~60,176.9456436477628,서울수명초등학교,302.64821743453786,수명중학교,True
 ,태청,2002,개인, , ,46000,25,3,2025,중개거래,서울 강서구,90.69,6,319-9,N,25.06.04,11500,개인,방화동,23,0,2025-03,1,서울 강서구,서울 강서구 방화동 319-9,1,37.578148893868,126.816352270557,90~120,263.40083082833706,서울정곡초등학교,638.8736225849366,삼정중학교,True
120,등촌동아이파크,2004,개인, , ,105000,29,3,2025,중개거래,"서울 강서구, 서울 양천구",84.9958,5,715,N,25.06.13,11500,개인,등촌동,21,0,2025-03,1,서울 강서구,서울 강서구 등촌동 715,0,37.5439005769284,126.859981715413,60~90,254.28408858802376,서울등마초등학교,495.66680848427035,백석중학교,True
102,강서한강자이,2013,개인, , ,117000,31,3,2025,중개거래,서울 강서구,59.9382,13,1500,N,25.06.30,11500,개인,가양동,12,0,2025-03,1,서울 강서구,서울 강서구 가양동 1500,0,37.5664868440078,126.849144523266,30~60,310.1225798288576,서울탑산초등학교,470.2894416407788,성재중학교,True
1204,마곡중앙하이츠아파트,1994,개인, , ,39500,24,3,2025,중개거래,서울 강서구,39.58,14,852,N,25.06.20,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60,143.78986924607477,서울방화초등학교,608.4979060973445,방화중학교,True
1001,주공10,1995,개인, , ,72800,16,3,2025,중개거래,서울 강서구,58.14,4,702,N,25.05.15,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60,121.73856524649224,서울등현초등학교,421.7832926307768,등원중학교,True
608,가양6단지,1992,개인, , ,84000,17,3,2025,중개거래,"서울 강서구, 서울 서초구",58.65,13,1485,N,25.05.08,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60,131.42417741845085,서울가양초등학교,258.69662257001545,경서중학교,True
911,가양도시개발9-2단지,1993,개인, , ,50300,8,3,2025,중개거래,서울 강서구,34.44,14,1490,N,25.07.03,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1490,1,37.5587212796979,126.863532908859,30~60,571.545178805285,서울백석초등학교,581.4388083574611,경서중학교,False
213,방화그린,1993,개인, , ,35000,16,3,2025,중개거래,서울 강서구,33.6,7,839,N,25.06.05,11500,개인,방화동,32,0,2025-03,1,서울 강서구,서울 강서구 방화동 839,0,37.5747821264629,126.818960346599,30~60,241.69726735105394,서울정곡초등학교,777.5305181791787,마곡중학교,True
102,한강타운,1993,개인, , ,108500,10,3,2025,중개거래,서울 강서구,84.99,4,1460,N,25.05.23,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1460,1,37.5713848523162,126.844987319453,60~90,499.24787296812934,서울양천초등학교,212.1923267688189,성재중학교,True
101,태영,1999,개인, , ,119500,27,3,2025,중개거래,서울 강서구,114.99,4,270-1,N,25.07.25,11500,개인,염창동,26,0,2025-03,1,서울 강서구,서울 강서구 염창동 270-1,1,37.5533776970786,126.867211516118,90~120,38.242049574129545,서울염창초등학교,320.1901609172965,염경중학교,True
709,마곡수명산파크7단지,2008,개인, , ,82800,22,3,2025,중개거래,서울 강서구,84.68,4,756,N,25.06.23,11500,개인,내발산동,17,0,2025-03,1,서울 강서구,서울 강서구 내발산동 756,0,37.5481491563284,126.822706623708,60~90,523.5145423873823,서울수명초등학교,128.2413598016902,수명중학교,True
2,대림e편한세상,1992,개인, , ,70500,17,3,2025,중개거래,서울 강서구,84.84,11,361-1,N,25.06.24,11500,개인,화곡동,33,0,2025-03,1,서울 강서구,서울 강서구 화곡동 361-1,0,37.5336462319505,126.837356988102,60~90,176.68108531358604,서울월정초등학교,530.0544801780999,화원중학교,True
103동,e편한세상염창,2019,개인, , ,123000,20,3,2025,중개거래,서울 강서구,59.9812,8,309,N,25.06.20,11500,개인,염창동,6,0,2025-03,1,서울 강서구,서울 강서구 염창동 309,1,37.5489515385441,126.870778019807,30~60,375.60350891434473,서울염동초등학교,193.25615921885807,양동중학교,True
 ,마곡중앙하이츠아파트,1994,개인, , ,53000,17,3,2025,중개거래,서울 강서구,51.03,11,852,N, ,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60,143.78986924607477,서울방화초등학교,608.4979060973445,방화중학교,True
103,태진아름,1995,개인, , ,79500,28,3,2025,중개거래,서울 강서구,84.81,8,676,N,25.06.11,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 676,1,37.549652571474,126.860380385492,60~90,312.41734237977846,서울등촌초등학교,196.79780316703915,백석중학교,True
308,마곡수명산파크3단지,2007,개인, , ,70000,24,3,2025,직거래, ,84.53,5,751,N,25.03.31,11500,개인,내발산동,18,0,2025-03,1, ,  내발산동 751,0,37.5528192530167,126.824912207374,60~90,91.4065826959942,서울수명초등학교,477.9255293027758,수명중학교,True
911,가양도시개발9-2단지,1993,개인, , ,49800,21,3,2025,중개거래,서울 강서구,34.44,2,1490,N,25.05.28,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1490,1,37.5587212796979,126.863532908859,30~60,571.545178805285,서울백석초등학교,581.4388083574611,경서중학교,False
308,동아3,1999,개인, , ,85000,23,3,2025,중개거래,서울 강서구,59.7,4,258-1,N,25.06.20,11500,개인,염창동,26,0,2025-03,1,서울 강서구,서울 강서구 염창동 258-1,1,37.5501995704814,126.877425235008,30~60,495.30927108220317,서울염동초등학교,674.7036726064418,염창중학교,True
122,"우장산아이파크,이편한세상",2008,개인, , ,143000,23,3,2025,중개거래,"서울 강서구, 서울 광진구",101.65,11,1159,N,25.07.28,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,90~120,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
308,강변,1992,개인, , ,59900,21,3,2025,중개거래,서울 강서구,39.6,10,1475,N,25.06.13,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1475,1,37.5652163063579,126.855667621933,30~60,336.3626633132198,서울탑산초등학교,478.4224789287357,경서중학교,True
 ,이너스내안에,2004,개인,25.04.01,O,78000,28,3,2025,중개거래,서울 강서구,84.91,13,254-2,N, ,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,60~90,386.643819037264,서울염동초등학교,566.2434352404272,염창중학교,True
 ,마곡금호어울림,2005,개인,25.05.17,O,91000,15,3,2025,중개거래,서울 강서구,84.948,11,717,N, ,11500,개인,마곡동,20,0,2025-03,1,서울 강서구,서울 강서구 마곡동 717,0,37.5745942801032,126.837612448089,60~90,517.8150903587243,서울양천초등학교,890.6414417808256,성재중학교,False
101,이너스내안에,2004,개인, , ,63500,8,3,2025,중개거래,서울 강서구,59.9,2,254-2,N,25.07.15,11500,개인,염창동,21,0,2025-03,1,서울 강서구,서울 강서구 염창동 254-2,1,37.5507409739319,126.876382201086,30~60,386.643819037264,서울염동초등학교,566.2434352404272,염창중학교,True
109,강서힐스테이트,2015,개인, , ,118000,18,3,2025,중개거래,서울 강서구,59.99,8,1165,N,25.07.22,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,30~60,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
105,우장산숲아이파크,2022,개인, , ,140000,27,3,2025,중개거래,서울 강서구,84.9771,15,1173,N,25.06.27,11500,개인,화곡동,3,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1173,1,37.5449498497367,126.839296506434,60~90,508.99940643706645,서울신월초등학교,699.7217062557812,화곡중학교,False
615,가양6단지,1992,개인, , ,73000,20,3,2025,중개거래,서울 강서구,49.5,4,1485,N,25.05.27,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60,131.42417741845085,서울가양초등학교,258.69662257001545,경서중학교,True
101,극동,2000,개인, , ,72700,24,3,2025,중개거래,서울 강서구,59.9,7,246-23,N,25.06.20,11500,개인,염창동,25,0,2025-03,1,서울 강서구,서울 강서구 염창동 246-23,0,37.5529480482854,126.871230814305,30~60,136.9332714545333,서울염동초등학교,153.02689713867844,염창중학교,True
 ,위하우스아파트,2016,개인, , ,27300,22,3,2025,중개거래,서울 강서구,30.18,11,916-2,N,25.06.12,11500,개인,화곡동,9,0,2025-03,1,서울 강서구,서울 강서구 화곡동 916-2,1,37.5297560798459,126.843428987447,30~60,446.2183523792154,서울신강초등학교,722.3574911098104,화원중학교,True
129,강서힐스테이트,2015,개인, , ,108000,10,3,2025,중개거래,서울 강서구,59.99,4,1165,N,25.06.12,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,30~60,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
104,강서힐스테이트,2015,개인, , ,135000,7,3,2025,중개거래,서울 강서구,84.99,9,1165,N,25.04.30,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,60~90,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
103,마곡청구아파트,1998,개인, , ,62500,18,3,2025,중개거래,서울 강서구,59.91,2,1181,N,25.05.29,11500,개인,마곡동,27,0,2025-03,1,서울 강서구,서울 강서구 마곡동 1181,0,37.5729528003044,126.821419397243,30~60,496.009986767316,서울정곡초등학교,545.947372308944,마곡중학교,True
 ,강서쌍용예가,2014,개인,25.06.02,O,101000,20,3,2025,중개거래,서울 강서구,84.9025,18,308,N, ,11500,개인,염창동,11,1,2025-03,1,서울 강서구,서울 강서구 염창동 308,0,37.5554016793389,126.866556386664,60~90,258.47489868972553,서울염창초등학교,363.9018617687139,염경중학교,True
 ,가양2단지(성지),1992,개인, , ,57000,10,3,2025,중개거래,서울 강서구,39.6,3,1461,N, ,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1461,0,37.5704957193283,126.847174411361,30~60,615.9218085381814,서울탑산초등학교,191.34873168776193,성재중학교,True
104,강서한강자이,2013,개인, , ,155000,14,3,2025,중개거래,서울 강서구,124.4246,4,1500,N,25.06.30,11500,개인,가양동,12,0,2025-03,1,서울 강서구,서울 강서구 가양동 1500,0,37.5664868440078,126.849144523266,120~150,310.1225798288576,서울탑산초등학교,470.2894416407788,성재중학교,True
108,한강타운,1993,개인, , ,108000,4,3,2025,중개거래,서울 강서구,84.99,3,1460,N,25.06.20,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1460,1,37.5713848523162,126.844987319453,60~90,499.24787296812934,서울양천초등학교,212.1923267688189,성재중학교,True
1005,주공10,1995,개인, , ,80500,22,3,2025,중개거래,서울 강서구,58.14,10,702,N,25.06.27,11500,개인,등촌동,30,0,2025-03,1,서울 강서구,서울 강서구 등촌동 702,0,37.5623617210231,126.848366667212,30~60,121.73856524649224,서울등현초등학교,421.7832926307768,등원중학교,True
101,마곡힐스테이트,2017,개인, , ,143000,27,3,2025,중개거래,서울 강서구,84.98,12,725-1,N,25.05.26,11500,법인,마곡동,8,0,2025-03,1,서울 강서구,서울 강서구 마곡동 725-1,1,37.5640310805877,126.817833791526,60~90,313.4886652066648,서울공항초등학교,337.4586862356117,공항중학교,True
 ,부영,1994,개인,25.04.08,O,88400,8,3,2025,중개거래,서울 강서구,80.64,5,691-3,N, ,11500,개인,등촌동,31,0,2025-03,1,서울 강서구,서울 강서구 등촌동 691-3,0,37.5635578457422,126.843641011129,60~90,183.1686202822346,서울등양초등학교,374.60385491517957,등명중학교,True
101,마곡서광(치현마을),1998,개인, , ,48400,24,3,2025,중개거래,서울 강서구,59.67,6,860,N,25.05.09,11500,개인,방화동,27,0,2025-03,1,서울 강서구,서울 강서구 방화동 860,0,37.5793097745828,126.819298295646,30~60,262.8226450504714,서울정곡초등학교,825.1852543913384,삼정중학교,True
406,마곡엠밸리4단지,2014,개인, , ,127000,22,3,2025,중개거래,서울 강서구,84.56,1,738,N,25.07.25,11500,개인,마곡동,11,0,2025-03,1,서울 강서구,서울 강서구 마곡동 738,1,37.5695461117631,126.824402736642,60~90,583.6645928384205,서울송화초등학교,319.4266339507302,마곡중학교,True
102,대림e-편한세상,2003,개인, , ,80000,12,3,2025,중개거래,서울 강서구,84.67,9,874,N,25.07.10,11500,개인,방화동,22,0,2025-03,1,서울 강서구,서울 강서구 방화동 874,1,37.5701011122966,126.808182800069,60~90,166.4324137324143,서울방화초등학교,625.7046975141697,방원중학교,True
101,성원,2001,개인, , ,75500,17,3,2025,중개거래,서울 강서구,59.91,12,295,N,25.06.27,11500,개인,염창동,24,0,2025-03,1,서울 강서구,서울 강서구 염창동 295,0,37.5555795293289,126.872085952226,30~60,100.95379597753292,서울염경초등학교,149.03511647488037,염창중학교,True
507,주공5,1995,개인, , ,36400,19,3,2025,직거래, ,37.67,15,695,N,25.03.31,11500,개인,등촌동,30,1,2025-03,1, ,  등촌동 695,0,37.5604516606831,126.84486883674,30~60,225.1309535308755,서울등명초등학교,141.19359205432525,등명중학교,True
610,가양6단지,1992,개인, , ,82500,3,3,2025,중개거래,서울 강서구,49.5,13,1485,N,25.04.28,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60,131.42417741845085,서울가양초등학교,258.69662257001545,경서중학교,True
103,성원,2001,개인, , ,120000,22,3,2025,중개거래,서울 강서구,114.12,18,295,N,25.06.30,11500,개인,염창동,24,1,2025-03,1,서울 강서구,서울 강서구 염창동 295,0,37.5555795293289,126.872085952226,90~120,100.95379597753292,서울염경초등학교,149.03511647488037,염창중학교,True
127,강서힐스테이트,2015,개인, , ,134000,10,3,2025,중개거래,서울 강서구,84.99,18,1165,N,25.06.30,11500,개인,화곡동,10,1,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,60~90,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
 ,마곡청구아파트,1998,개인,25.03.27,O,62500,18,3,2025,중개거래,서울 강서구,59.91,2,1181,N, ,11500,개인,마곡동,27,0,2025-03,1,서울 강서구,서울 강서구 마곡동 1181,0,37.5729528003044,126.821419397243,30~60,496.009986767316,서울정곡초등학교,545.947372308944,마곡중학교,True
103,우장산힐스테이트,2005,개인, , ,112000,6,3,2025,중개거래,서울 강서구,59.98,12,657,N,25.05.09,11500,개인,내발산동,20,0,2025-03,1,서울 강서구,서울 강서구 내발산동 657,1,37.5562956592551,126.838965102044,30~60,261.1734725460745,서울가곡초등학교,516.4734888668168,명덕여자중학교,True
107,강서한강자이,2013,개인, , ,153500,7,3,2025,중개거래,서울 강서구,98.9994,15,1500,N,25.06.30,11500,개인,가양동,12,1,2025-03,1,서울 강서구,서울 강서구 가양동 1500,0,37.5664868440078,126.849144523266,90~120,310.1225798288576,서울탑산초등학교,470.2894416407788,성재중학교,True
1,한미(286-1),1988,개인, , ,36900,22,3,2025,중개거래,서울 강서구,40.02,4,286-1,N,25.05.23,11500,개인,방화동,37,0,2025-03,1,서울 강서구,서울 강서구 방화동 286-1,1,37.5738271799437,126.81513397352,30~60,236.157930396424,서울치현초등학교,646.5214598015187,방원중학교,True
137,"우장산아이파크,이편한세상",2008,개인, , ,102500,7,3,2025,중개거래,서울 강서구,59.98,3,1159,N,25.06.18,11500,개인,화곡동,17,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1159,1,37.5493547358614,126.838765589968,30~60,177.70053365431397,서울내발산초등학교,547.8686881712914,화곡중학교,True
 ,화곡한강,2007,개인, , ,49000,25,3,2025,중개거래,서울 강서구,88.95,3,1059-19,N,25.05.26,11500,개인,화곡동,18,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1059-19,1,37.5450513589177,126.842211452758,60~90,406.5287294362152,서울화곡초등학교,921.2375637701753,화곡중학교,True
1,유원펠리체(924-17),2012,개인, , ,22000,17,3,2025,중개거래,서울 강서구,42.85,8,924-17,N,25.05.23,11500,개인,화곡동,13,0,2025-03,1,서울 강서구,서울 강서구 화곡동 924-17,0,37.5292406333799,126.841549444335,30~60,382.21699698954063,서울신강초등학교,777.7262172854058,화원중학교,True
101,강서월드메르디앙,2006,개인, , ,90000,10,3,2025,중개거래,서울 강서구,84.8945,10,659-1,N,25.06.27,11500,개인,내발산동,19,0,2025-03,1,서울 강서구,서울 강서구 내발산동 659-1,0,37.556864954614,126.843013179215,60~90,450.6874928593085,서울등명초등학교,370.305672173017,등명중학교,True
101,강변힐스테이트,2005,개인, , ,124000,22,3,2025,중개거래,서울 강서구,84.99,12,299,N,25.06.02,11500,개인,염창동,20,0,2025-03,1,서울 강서구,서울 강서구 염창동 299,1,37.5512518819948,126.874542960241,60~90,215.1384076888233,서울염동초등학교,415.68231165534934,염창중학교,True
203,"등촌1,2단지주공아파트",1994,개인, , ,55000,24,3,2025,중개거래,서울 강서구,41.85,13,687,N,25.06.09,11500,개인,등촌동,31,0,2025-03,1,서울 강서구,서울 강서구 등촌동 687,1,37.5649734120019,126.842430453381,30~60,205.8554894303217,서울등양초등학교,536.1159963196719,등명중학교,True
202,한강동아,1998,개인, , ,83000,7,3,2025,중개거래,서울 강서구,59.97,7,293,N,25.06.05,11500,개인,염창동,27,0,2025-03,1,서울 강서구,서울 강서구 염창동 293,0,37.5539729003829,126.874209750249,30~60,265.32305978348353,서울염동초등학교,219.97025608127365,염창중학교,True
115,강서힐스테이트,2015,개인, , ,111500,19,3,2025,중개거래,서울 강서구,59.99,6,1165,N,25.04.30,11500,개인,화곡동,10,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1165,1,37.5466340065991,126.840034541157,30~60,499.66313696914074,서울내발산초등학교,679.2583783921277,화곡중학교,True
101,탑건진선미,2005,개인, , ,68500,22,3,2025,중개거래,서울 강서구,84.81,5,1155,N,25.05.14,11500,개인,화곡동,20,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1155,1,37.5362453143624,126.846141178613,60~90,509.48813947990044,서울화일초등학교,329.4821708186971,화원중학교,True
104,개화,1994,개인, , ,102000,20,3,2025,중개거래,서울 강서구,133.98,9,819,N,25.07.31,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 819,1,37.5807528992991,126.812541288959,120~150,182.88917686794113,서울삼정초등학교,207.29566761884612,삼정중학교,True
101,삼성하나로,1994,개인, , ,61000,8,3,2025,중개거래,서울 강서구,59.26,8,248-3,N,25.06.05,11500,개인,염창동,31,0,2025-03,1,서울 강서구,서울 강서구 염창동 248-3,0,37.5516297228771,126.871906542332,30~60,64.91773216036628,서울염동초등학교,292.7189065591618,염창중학교,True
304,강변,1992,개인, , ,54000,12,3,2025,중개거래,서울 강서구,34.44,9,1475,N,25.06.20,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1475,1,37.5652163063579,126.855667621933,30~60,336.3626633132198,서울탑산초등학교,478.4224789287357,경서중학교,True
101,동신대아,1993,개인, , ,117500,4,3,2025,중개거래,서울 강서구,101.97,13,1459,N,25.06.12,11500,개인,가양동,32,0,2025-03,1,서울 강서구,서울 강서구 가양동 1459,1,37.5721731420165,126.843356532019,90~120,402.7798870756465,서울양천초등학교,347.3000326250251,성재중학교,True
 ,강변,1992,개인,25.03.26,O,61500,12,3,2025,중개거래,서울 강서구,39.6,10,1475,N, ,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1475,1,37.5652163063579,126.855667621933,30~60,336.3626633132198,서울탑산초등학교,478.4224789287357,경서중학교,True
610,가양6단지,1992,개인, , ,79500,25,3,2025,중개거래,서울 강서구,49.5,14,1485,N,25.06.04,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60,131.42417741845085,서울가양초등학교,258.69662257001545,경서중학교,True
1208,마곡중앙하이츠아파트,1994,개인, , ,53500,12,3,2025,중개거래,서울 강서구,51.03,2,852,N,25.04.21,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 852,1,37.5698046000523,126.806639355477,30~60,143.78986924607477,서울방화초등학교,608.4979060973445,방화중학교,True
102,신안,1993,개인, , ,79000,20,3,2025,중개거래,"서울 강서구, 서울 양천구",59.98,11,422,N,25.06.19,11500,개인,마곡동,32,0,2025-03,1,서울 강서구,서울 강서구 마곡동 422,1,37.5687748573081,126.823373808305,30~60,476.89918820572495,서울송화초등학교,198.70553847661856,마곡중학교,True
 ,신동아,1995,개인,25.05.22,O,67500,11,3,2025,중개거래,서울 강서구,59.82,9,289,N, ,11500,개인,염창동,30,0,2025-03,1,서울 강서구,서울 강서구 염창동 289,0,37.5551294880285,126.869050974189,30~60,190.83593449074172,서울염경초등학교,146.19929450410322,염경중학교,True
102,극동상록수,1999,개인, , ,87000,13,3,2025,중개거래,서울 강서구,84.96,1,280,N,25.07.25,11500,개인,염창동,26,0,2025-03,1,서울 강서구,서울 강서구 염창동 280,1,37.5489294807352,126.872117460239,60~90,351.9930294737423,서울염동초등학교,306.8513027412583,양동중학교,True
610,가양6단지,1992,개인, , ,77500,24,3,2025,중개거래,서울 강서구,49.5,10,1485,N,25.04.11,11500,개인,가양동,33,0,2025-03,1,서울 강서구,서울 강서구 가양동 1485,1,37.5632291233676,126.859294056062,30~60,131.42417741845085,서울가양초등학교,258.69662257001545,경서중학교,True
103,마곡우림필유아파트,2003,개인, , ,91500,24,3,2025,중개거래,서울 강서구,84.528,5,1467,N,25.05.23,11500,개인,마곡동,22,0,2025-03,1,서울 강서구,서울 강서구 마곡동 1467,0,37.5717925752818,126.821349834096,60~90,499.2658123950739,서울송화초등학교,417.1188017691264,마곡중학교,True
101,개화,1994,개인, , ,77500,10,3,2025,중개거래,서울 강서구,101.86,13,819,N,25.06.30,11500,개인,방화동,31,0,2025-03,1,서울 강서구,서울 강서구 방화동 819,1,37.5807528992991,126.812541288959,90~120,182.88917686794113,서울삼정초등학교,207.29566761884612,삼정중학교,True
103,강변월드메르디앙,2010,개인, , ,105000,19,3,2025,중개거래,서울 강서구,84.9341,4,240-1,N,25.05.12,11500,개인,염창동,15,0,2025-03,1,서울 강서구,서울 강서구 염창동 240-1,1,37.5577647356867,126.86537637911,60~90,526.0888291595845,서울백석초등학교,579.2859216516675,염경중학교,False
 ,e편한세상염창,2019,개인, , ,143500,17,3,2025,중개거래,서울 강서구,84.6352,18,309,N, ,11500,개인,염창동,6,1,2025-03,1,서울 강서구,서울 강서구 염창동 309,1,37.5489515385441,126.870778019807,60~90,375.60350891434473,서울염동초등학교,193.25615921885807,양동중학교,True
1,NS파크APT,2018,개인, , ,26900,21,3,2025,중개거래,서울 강서구,28.91,10,1076-9,N,25.06.02,11500,개인,화곡동,7,0,2025-03,1,서울 강서구,서울 강서구 화곡동 1076-9,1,37.5409500349642,126.841689303276,~30,207.80592242732948,서울신월초등학교,529.5142458564558,화원중학교,True
 ,예스빌,2003,개인, , ,54000,22,3,2025,중개거래,서울 강서구,84.4,3,687-2,N, ,11500,개인,내발산동,22,0,2025-03,1,서울 강서구,서울 강서구 내발산동 687-2,0,37.5527836051232,126.832638352025,60~90,315.2810585542219,서울발산초등학교,168.88962259235393,명덕여자중학교,True
